Equivalencia1;Equivalencia2;Equivalencia3;Equivalencia4;Equivalencia5;Equivalencia6;Equivalencia7;Equivalencia8;Equivalencia9;Equivalencia10;Equivalencia11;Equivalencia12;Equivalencia13;Equivalencia14;Equivalencia15;Equivalencia16;Equivalencia17;Equivalencia18;Equivalencia19;Equivalencia20;Resultado ICF;resultadoCalculado
0.889838602;0.806344235;0.696479549;0.623971569;0.176183168;0.636623853;0.220877303;0.34189009;0.581329151;0.385227278;0.320338843;0.754329832;0.234135143;0.793752143;0.089979143;0.003950862;0.455293655;0.216610403;0.503996079;0.216937222;0.447404406;0.447404
0.826618234;0.347013432;0.349109291;0.50123858;0.537466981;0.291911871;0.947437402;0.595950665;0.890057188;0.606703753;0.053278174;0.872592518;0.22621766;0.617551414;0.028402997;0.967084356;0.214785973;0.13971623;0.203323597;0.069474396;0.464296736;0.464297
0.224652337;0.87575435;0.846200757;0.794180068;0.317740181;0.490774425;0.814066545;0.404420365;0.576262404;0.353990321;0.209028089;0.165485351;0.033399885;0.320431547;0.024603766;0.93658891;0.391713844;0.060812207;0.309936719;0.226118298;0.418808018;0.418808
0.104799667;0.49429921;0.955587418;0.510429222;0.072630388;0.706428428;0.669118733;0.591516709;0.486236226;0.453267652;0.452405738;0.289110123;0.683071297;0.83085325;0.194376363;0.467970402;0.542329375;0.278798659;0.703139225;0.180067898;0.483321799;0.483322
0.47791497;0.396421674;0.467887238;0.957109384;0.365896077;0.451632356;0.583900195;0.107146777;0.714690344;0.966955042;0.306023481;0.333627395;0.428252795;0.799828384;0.417734624;0.675508417;0.114758192;0.563033631;0.112440732;0.472685035;0.485672337;0.485672
0.732728923;0.196162872;0.161569362;0.375908962;0.256442254;0.301757668;0.806705078;0.41254649;0.849986017;0.74311259;0.538256999;0.068625999;0.625056574;0.57276261;0.158508886;0.890922332;0.733883143;0.594634512;0.740823992;0.340442055;0.505041866;0.505042
0.730985098;0.834239449;0.983396049;0.272639906;0.913611213;0.944330113;0.939293258;0.078590502;0.297121423;0.407413878;0.69759095;0.507069112;0.77054334;0.941915236;0.501968472;0.34571419;0.354893451;0.484794208;0.410733279;0.24834523;0.583259418;0.583259
0.024124365;0.024848007;0.514906903;0.841324459;0.842223888;0.050747115;0.899030918;0.385037487;0.149297249;0.541082599;0.414933257;0.063837939;0.063563446;0.226666393;0.178734224;0.741888816;0.092891198;0.489017225;0.801787388;0.139133591;0.374253823;0.374254
0.622734243;0.10329893;0.739505748;0.633289838;0.112302129;0.882691758;0.608810736;0.406486553;0.367217994;0.230762922;0.998286393;0.472381546;0.035128727;0.851429442;0.478939574;0.501123391;0.203347226;0.769637654;0.841111981;0.869153529;0.536382016;0.536382
0.32663332;0.112560227;0.065519378;0.1177468;0.676775148;0.778020214;0.515303582;0.634583727;0.397409242;0.596242211;0.032407744;0.429674826;0.349554236;0.064546971;0.0055837;0.938718239;0.242867147;0.561772562;0.303269511;0.718874926;0.393403185;0.393403
0.125784303;0.133232352;0.566322703;0.406505313;0.477349622;0.684445851;0.010844833;0.662480199;0.04859111;0.57130013;0.151643088;0.579150785;0.321789351;0.915994262;0.687551127;0.038268556;0.303929014;0.694457465;0.383118415;0.119023722;0.39408911;0.394089
0.803632382;0.292619545;0.700850084;0.727941378;0.886245127;0.842768695;0.78353509;0.441846374;0.965909878;0.219862914;0.297795859;0.798783724;0.456954133;0.288134112;0.943131777;0.548374564;0.49610583;0.047303982;0.647561876;0.994082753;0.609172004;0.609172
0.715502666;0.125149672;0.019561771;0.48479106;0.02618451;0.580322188;0.133980477;0.043867555;0.449694365;0.422264175;0.054903269;0.695706147;0.487244955;0.266819786;0.874507714;0.220687243;0.146458147;0.047604549;0.021532442;0.310933487;0.306385809;0.306386
0.646851186;0.316298855;0.835608799;0.287478952;0.759366945;0.577856648;0.937232754;0.490955667;0.562371856;0.884209895;0.658550903;0.037636499;0.577353622;0.563116502;0.16867728;0.376709477;0.001883018;0.120264008;0.824328338;0.52509043;0.507592082;0.507592
0.505150117;0.214870924;0.615925054;0.433133531;0.54619245;0.581329142;0.451367468;0.61412799;0.486829136;0.13778446;0.303868533;0.094835341;0.877784924;0.216862034;0.305329981;0.352537122;0.932491488;0.39631792;0.879728471;0.374113018;0.466028955;0.466029
0.173963615;0.878447526;0.026412734;0.938984305;0.079268278;0.663997981;0.680338451;0.834429416;0.835646057;0.207661268;0.321409836;0.653593483;0.341191965;0.71035457;0.030484199;0.598673372;0.272053746;0.999785995;0.451499769;0.56421388;0.513120522;0.513121
0.049655458;0.663010303;0.03902718;0.342657932;0.255406344;0.663066206;0.13795333;0.667392154;0.261552694;0.313051175;0.45932394;0.180921183;0.783004959;0.821314693;0.540745203;0.073214737;0.791709479;0.406595428;0.651404133;0.029240803;0.406512367;0.406512
0.002804646;0.410047266;0.040886724;0.41813659;0.495655756;0.17810349;0.364667835;0.792701827;0.058257712;0.972850023;0.389653881;0.44633404;0.592024881;0.13146733;0.301747674;0.962001508;0.273125902;0.09770706;0.967130422;0.416115372;0.415570997;0.415571
0.961283532;0.850632934;0.50418398;0.575672765;0.493113849;0.419201411;0.925488573;0.483091185;0.198323638;0.282965654;0.619529231;0.591376773;0.482709504;0.200941723;0.364579882;0.785018408;0.370312119;0.14546673;0.680367202;0.476803223;0.520553116;0.520553
0.237326858;0.749210277;0.212977015;0.388760476;0.573406724;0.728354709;0.813555319;0.37729344;0.505996653;0.127277926;0.130144929;0.185128417;0.556638354;0.560836528;0.639712809;0.968702822;0.815262504;0.854644793;0.848190952;0.575139596;0.542428055;0.542428
0.442096488;0.422746784;0.010342941;0.48303592;0.234404063;0.680122597;0.968590441;0.757293104;0.817313526;0.84457531;0.064090254;0.880699507;0.776543032;0.360517048;0.753599685;0.142521916;0.75067382;0.247333563;0.030802338;0.646428681;0.515686551;0.515687
0.110710287;0.941935814;0.728721324;0.596345711;0.071575157;0.573667472;0.196197093;0.115993857;0.280471285;0.402885117;0.830310997;0.801154658;0.399730538;0.140095383;0.279854129;0.548313713;0.691573367;0.597531792;0.138509863;0.432019645;0.44387986;0.443880
0.804786171;0.531821847;0.769832067;0.677058864;0.014022665;0.024772826;0.148427355;0.213594319;0.461469957;0.869000712;0.633697602;0.190750273;0.470912932;0.977203427;0.123420211;0.421520225;0.757072945;0.347311561;0.760923288;0.29259831;0.474509878;0.474510
0.941613315;0.017952726;0.166579515;0.749001499;0.407815194;0.59689568;0.289915419;0.538773208;0.901765461;0.468482027;0.197654955;0.773492555;0.289369309;0.48413722;0.084437723;0.148933415;0.898039178;0.491476249;0.483399224;0.408252731;0.46689933;0.466899
0.802111282;0.962962113;0.125621568;0.466618719;0.72826008;0.578084058;0.476951141;0.882603263;0.15428012;0.092919799;0.392314853;0.610872872;0.700953834;0.207073622;0.216324642;0.049965117;0.190855324;0.572856471;0.230787955;0.368186307;0.440530157;0.440530
0.665592;0.283503016;0.931701728;0.513950383;0.869240207;0.79678595;0.55644949;0.468498898;0.280604611;0.000753031;0.490779049;0.130932164;0.332291697;0.471874822;0.764987617;0.805206028;0.443733397;0.676228883;0.473836078;0.128130182;0.504253961;0.504254
0.632676954;0.434108431;0.642662259;0.223855689;0.814412535;0.489279476;0.283550743;0.068783652;0.420844934;0.474065591;0.718699791;0.038982966;0.697020376;0.207979016;0.920555318;0.584494618;0.871277702;0.55073491;0.084534451;0.184674927;0.467159717;0.467160
0.601244864;0.829408139;0.344544544;0.354378095;0.669010763;0.359125115;0.784492066;0.829614291;0.883227429;0.565495484;0.858479214;0.633469825;0.975861505;0.420379519;0.153484999;0.112287535;0.789084982;0.699408754;0.974389398;0.261354181;0.604937035;0.604937
0.479761853;0.135213757;0.787314792;0.824508757;0.390750341;0.913997892;0.376798345;0.366610491;0.232652149;0.892211804;0.333135582;0.916372694;0.49750318;0.026620309;0.982993833;0.050519124;0.771486182;0.176151712;0.276053012;0.178171395;0.48044136;0.480441
0.682163264;0.219581196;0.063754776;0.118967104;0.550355642;0.352362502;0.716843528;0.108410793;0.104214697;0.759677801;0.049888952;0.286408047;0.959333108;0.683259869;0.469970774;0.213876209;0.0168889;0.996290257;0.030029978;0.870763196;0.41265203;0.412652
0.444186974;0.485032846;0.09051516;0.056585244;0.994190149;0.141222021;0.471816128;0.921108636;0.818944142;0.601724283;0.339389295;0.051504358;0.313506835;0.306388483;0.1380967;0.955051842;0.516075541;0.381115439;0.292454578;0.224766611;0.427183763;0.427184
0.903318226;0.872655478;0.46358878;0.018037704;0.009019596;0.225450094;0.688726701;0.215705447;0.137430293;0.790840121;0.340220196;0.265438709;0.890604384;0.334185886;0.587844683;0.578635426;0.057008669;0.99831795;0.476239926;0.012746331;0.44330073;0.443301
0.467951507;0.295955536;0.16611918;0.881115416;0.452538152;0.602188093;0.504725403;0.191558903;0.995753853;0.486808247;0.024349281;0.103331424;0.011546909;0.814918567;0.70895534;0.77033378;0.355334336;0.224571236;0.908717508;0.054525105;0.451064889;0.451065
0.447856549;0.728294346;0.740206566;0.50834154;0.730881004;0.073260967;0.248914691;0.724908548;0.70980527;0.715610284;0.925778643;0.81561179;0.519315628;0.20873724;0.798641051;0.772986593;0.694197814;0.037097762;0.607748056;0.063079521;0.553563693;0.553564
0.365296085;0.197829501;0.44485124;0.042660608;0.502310492;0.820080988;0.198898466;0.219796668;0.296707206;0.733197563;0.79744569;0.294428009;0.367042454;0.84427778;0.086044064;0.579963877;0.861856572;0.630900796;0.720085179;0.966277685;0.498497546;0.498498
0.789643461;0.617513478;0.723298841;0.352956401;0.045652124;0.085216476;0.697467792;0.647591266;0.331468202;0.088955389;0.436315076;0.257158989;0.416229911;0.731943283;0.517574229;0.612769326;0.620736209;0.236929681;0.33345403;0.272385518;0.440762984;0.440763
0.402063669;0.500920316;0.568223166;0.764728591;0.481995597;0.832455869;0.87080527;0.079587462;0.49471734;0.460759164;0.749891999;0.906103679;0.001337674;0.717140899;0.977259099;0.041821776;0.511017307;0.341663141;0.389538435;0.38010295;0.52360667;0.523607
0.857369975;0.52386987;0.080014832;0.991689052;0.924573262;0.641448128;0.527675269;0.187411112;0.641629721;0.429234845;0.612525915;0.263978643;0.902153979;0.110698781;0.935437256;0.365241716;0.326534161;0.729127053;0.072112338;0.083025239;0.510287557;0.510288
0.140728434;0.95451286;0.269149534;0.053758016;0.464238042;0.077622205;0.915220071;0.001400379;0.288625861;0.844809984;0.14118048;0.977824594;0.845473181;0.633160877;0.385409983;0.237262873;0.464790712;0.518791572;0.555961923;0.866334145;0.481812786;0.481813
0.574166495;0.474414236;0.116148034;0.356897189;0.438563049;0.807549814;0.707887432;0.4230888;0.427511007;0.202857738;0.179606825;0.522371342;0.833761232;0.665830043;0.180022492;0.987272448;0.557909962;0.619917245;0.313988849;0.716236657;0.505300044;0.505300
0.011604565;0.058058531;0.658774503;0.946788421;0.898485373;0.551159436;0.376748723;0.767349722;0.600393028;0.915205237;0.086770152;0.510104119;0.708648602;0.61494459;0.457685254;0.161820206;0.403482723;0.212516614;0.381830015;0.839062481;0.508071615;0.508072
0.571727528;0.678999753;0.877720588;0.916409121;0.931307494;0.581345552;0.810030121;0.241129476;0.115542003;0.968099273;0.944237345;0.129791606;0.6742832;0.05440221;0.858595023;0.240533562;0.096155804;0.823119323;0.786066388;0.024230939;0.566186315;0.566186
0.255961467;0.742295644;0.564481762;0.74041801;0.15864629;0.505102393;0.473961245;0.087434966;0.961892847;0.411290447;0.879440671;0.33679472;0.165687661;0.097903454;0.23844584;0.234308724;0.19953869;0.364147509;0.688737032;0.866870826;0.44866801;0.448668
0.793117569;0.182869819;0.163941245;0.379020506;0.17490915;0.775178267;0.389050979;0.840956505;0.374192833;0.387587115;0.893293863;0.209210488;0.579863812;0.531945136;0.072335838;0.494713722;0.968495053;0.363989488;0.071472579;0.393880205;0.452001209;0.452001
0.967793832;0.658985037;0.558540806;0.488187036;0.821497922;0.418095543;0.386207127;0.900523192;0.082667866;0.28539523;0.766469101;0.34944353;0.062320813;0.928416406;0.422194724;0.338725152;0.499782399;0.586982834;0.315052724;0.901819144;0.536955021;0.536955
0.735283025;0.45381863;0.737356353;0.918648838;0.582161209;0.28945161;0.937854672;0.344267386;0.200371354;0.925097817;0.435657781;0.389988488;0.705606192;0.377815573;0.532382856;0.6929414;0.386079328;0.901830113;0.67612167;0.950201108;0.60864677;0.608647
0.789988252;0.045980651;0.209314361;0.107748292;0.365070369;0.0399997;0.04446387;0.224379313;0.295721303;0.956541476;0.143429573;0.464292399;0.273676978;0.069111219;0.914386562;0.235125271;0.860631523;0.079993721;0.496121386;0.269875298;0.344292576;0.344293
0.084524972;0.978932313;0.884251651;0.555627231;0.044462456;0.549100343;0.602668351;0.53492177;0.249701348;0.320361602;0.518778842;0.290713424;0.973127845;0.480980863;0.449839266;0.634010163;0.318279172;0.868825663;0.06550456;0.171193293;0.478790256;0.478790
0.308387575;0.820158352;0.315470613;0.414304681;0.993327035;0.284595291;0.512725398;0.472708888;0.521462711;0.285407337;0.299953944;0.260452261;0.625633046;0.049715938;0.591921232;0.677047959;0.609971135;0.397351526;0.75544793;0.40321884;0.479963085;0.479963
0.798883427;0.881526861;0.916038584;0.194922455;0.379847519;0.925733955;0.997040087;0.277904369;0.5586961;0.618104728;0.355540324;0.608018516;0.638703316;0.473795346;0.46046072;0.092405499;0.396005494;0.166095941;0.170715015;0.588693708;0.524956598;0.524957
0.056939817;0.088284152;0.234351868;0.2845532;0.372554929;0.862305161;0.042172584;0.529894539;0.542358621;0.206106818;0.572614969;0.175084125;0.920246059;0.792927873;0.121283326;0.374164976;0.071709744;0.643820756;0.057869334;0.288879238;0.361906104;0.361906
0.438710335;0.67111785;0.253743578;0.224111259;0.374814016;0.434735024;0.360158125;0.790932801;0.429304049;0.105659251;0.915070933;0.271977502;0.993860038;0.412445261;0.500972516;0.144706274;0.743900003;0.872855603;0.659888168;0.655707643;0.512733511;0.512734
0.238353137;0.536628063;0.515323814;0.800117615;0.138314391;0.483755641;0.087130582;0.612603027;0.137024566;0.579937687;0.420218395;0.801830195;0.869496866;0.569401564;0.480196446;0.205023306;0.848771381;0.152484562;0.329269602;0.486627797;0.464625432;0.464625
0.622547644;0.008318574;0.706130029;0.026656957;0.826457785;0.132915385;0.222458359;0.010800227;0.048129863;0.23363226;0.90267748;0.67377353;0.335262778;0.865008831;0.699617206;0.855486517;0.025907423;0.870484809;0.40433557;0.966912602;0.471875691;0.471876
0.930613131;0.588884144;0.866351338;0.865358608;0.92028682;0.608903156;0.778973921;0.274403589;0.9528182;0.80582616;0.985003452;0.211177575;0.856736547;0.71081894;0.214792483;0.426063268;0.608028437;0.414155733;0.307698867;0.731422672;0.652915852;0.652916
0.187093365;0.357850609;0.985562111;0.733977725;0.317842134;0.154612654;0.283535866;0.139975819;0.388814182;0.872224225;0.535721837;0.507235156;0.820954204;0.368109487;0.755879504;0.653012141;0.536361765;0.386001655;0.96193407;0.270762649;0.510873058;0.510873
0.838159653;0.914993091;0.306693008;0.279486039;0.238947483;0.85745444;0.641040569;0.578787331;0.608751214;0.299857893;0.183664116;0.685827652;0.228233367;0.250942244;0.853144441;0.062867409;0.255886723;0.271139202;0.146170956;0.01530841;0.425867762;0.425868
0.969343687;0.850641615;0.811739415;0.237213015;0.646215482;0.819838118;0.89439392;0.38769648;0.739932733;0.755895814;0.335616791;0.801238337;0.450900607;0.699832654;0.264688628;0.48491635;0.832093197;0.913263106;0.56882181;0.574847754;0.651956476;0.651956
0.373534302;0.1242485;0.017002405;0.776448393;0.968055828;0.905500393;0.065694967;0.46968184;0.807133501;0.860595839;0.187552248;0.334869958;0.481580949;0.06925482;0.293224265;0.064175804;0.075821408;0.254268289;0.48697834;0.82944454;0.422253329;0.422253
0.653717166;0.264974367;0.952762906;0.93024019;0.425549618;0.358818801;0.873844894;0.959607178;0.067062972;0.818085827;0.417392758;0.720387262;0.988246774;0.912524637;0.879897953;0.332618664;0.140971362;0.444578017;0.749493602;0.073855074;0.598231501;0.598232
0.918121113;0.869498042;0.633255761;0.741748493;0.891022897;0.170210567;0.611822673;0.688462584;0.302233073;0.728373762;0.221253346;0.352033289;0.50372674;0.156785005;0.448693241;0.15135719;0.329418495;0.867166759;0.624902149;0.472630211;0.534135769;0.534136
0.124389351;0.560370793;0.391795933;0.160657932;0.561986931;0.214472877;0.039371094;0.060670994;0.594104297;0.839594577;0.289299898;0.954362663;0.620876147;0.619601677;0.844694963;0.251392303;0.646945997;0.016283408;0.352400925;0.51517749;0.432922513;0.432923
0.27091211;0.044679122;0.172368012;0.117367584;0.0976258;0.380834092;0.051919588;0.875123976;0.88359947;0.187737012;0.185543715;0.770556167;0.390372869;0.13849236;0.637298651;0.946729122;0.333525107;0.612157485;0.774181739;0.059183372;0.396510367;0.396510
0.937626702;0.529169151;0.157322828;0.536201678;0.425921403;0.347643051;0.496687439;0.001054775;0.94282212;0.660841414;0.244136845;0.283052048;0.89108265;0.362356206;0.2561274;0.084598716;0.473126252;0.948022474;0.228708989;0.753454199;0.477997817;0.477998
0.476269075;0.982403575;0.720494272;0.528342289;0.457846165;0.893648354;0.881258833;0.153363695;0.617346768;0.557375036;0.626758277;0.487480137;0.203114403;0.454196144;0.671400494;0.011770465;0.323344706;0.35885043;0.274744149;0.458193502;0.506910038;0.506910
0.376756385;0.717158277;0.742710148;0.035436094;0.79945858;0.569836988;0.917269478;0.552696809;0.462359929;0.832066505;0.959931827;0.807906272;0.923618193;0.15198856;0.671990895;0.343990514;0.542055931;0.364674492;0.525798179;0.478615261;0.588815966;0.588816
0.434453151;0.823597424;0.033629295;0.198197956;0.830888511;0.552079289;0.732520544;0.811333964;0.74180233;0.599822309;0.375062605;0.013996602;0.424517364;0.888413368;0.32524858;0.180987732;0.562187578;0.69535178;0.06340511;0.627070593;0.495728304;0.495728
0.00068749;0.035456869;0.670469092;0.605637548;0.741224468;0.578454011;0.688462454;0.763687369;0.681650071;0.707382527;0.687255453;0.612430541;0.313765726;0.267037214;0.976985955;0.597928105;0.76786345;0.384750614;0.143314058;0.450582389;0.53375127;0.533751
0.975886122;0.214418858;0.945014641;0.016150667;0.811500897;0.978293574;0.024944016;0.941901245;0.003849081;0.946863754;0.99574358;0.044248927;0.838880599;0.247920941;0.155893097;0.695268801;0.193900955;0.949861321;0.477384262;0.504292614;0.548110898;0.548111
0.252557397;0.896105255;0.021909988;0.397196705;0.926088327;0.395546629;0.553562247;0.708732987;0.175965502;0.388886609;0.710247054;0.890793214;0.646373059;0.087800924;0.586328603;0.567837414;0.871160536;0.388126976;0.064104822;0.55217485;0.504074955;0.504075
0.17518474;0.053952538;0.349899545;0.085672963;0.026265301;0.952569684;0.124523913;0.210568536;0.711853759;0.771147127;0.196441369;0.899803468;0.76591738;0.725223059;0.395067314;0.602271151;0.334294448;0.240145366;0.048612398;0.996287939;0.4332851;0.433285
0.444613688;0.578041924;0.004326732;0.65836899;0.420545789;0.570175416;0.181084037;0.594679184;0.010987781;0.410411809;0.782852658;0.3700775;0.2200722;0.471727951;0.291332732;0.359538288;0.777968814;0.308990644;0.499642636;0.746183515;0.435081114;0.435081
0.802251166;0.142546359;0.684313524;0.179679163;0.606119491;0.458863399;0.537168597;0.616589524;0.659100496;0.897132254;0.998695981;0.918299911;0.576054503;0.069465992;0.197375796;0.298117932;0.334914528;0.087450509;0.336653232;0.683052323;0.504192234;0.504192
0.800792054;0.120416679;0.94346789;0.062200668;0.795142737;0.64193869;0.623989562;0.749584819;0.751263991;0.736291358;0.577697775;0.441991376;0.047870354;0.970106806;0.247032027;0.422604688;0.828922198;0.856003174;0.149320241;0.878074172;0.582235563;0.582236
0.80880939;0.946331397;0.779116632;0.60237633;0.083352706;0.854977101;0.791336697;0.642939214;0.191281826;0.55179197;0.063011817;0.725613879;0.714109488;0.235676183;0.222744168;0.84197539;0.060936567;0.805072648;0.020912216;0.331005299;0.513668546;0.513669
0.333599214;0.009309975;0.357732549;0.47364333;0.257877645;0.904442978;0.872706141;0.528850386;0.576962152;0.230145879;0.938048626;0.13806898;0.41495618;0.938608812;0.964798216;0.093420201;0.532016304;0.185245798;0.614658439;0.258905148;0.481199848;0.481200
0.125435872;0.299088802;0.099246689;0.754695254;0.642660501;0.55046889;0.236041519;0.293604206;0.918278752;0.443949703;0.84650597;0.584268594;0.847052664;0.924905161;0.24618385;0.287525125;0.176070824;0.969557349;0.834696966;0.534420354;0.530732852;0.530733
0.57053531;0.542588909;0.662369195;0.96899495;0.485680695;0.817412922;0.395543772;0.138617774;0.563541162;0.474971355;0.368029647;0.113011606;0.539130928;0.270602399;0.843359484;0.772622479;0.772860532;0.021467636;0.478631629;0.91152104;0.535574671;0.535575
0.44885792;0.2673545;0.111363244;0.309346286;0.985225756;0.084369328;0.197998556;0.48179219;0.666161849;0.35922282;0.894544938;0.467512005;0.354822861;0.670018175;0.221438388;0.83599184;0.031587676;0.845823533;0.908257034;0.511020108;0.48263545;0.482635
0.103818917;0.495267499;0.149364452;0.957766262;0.044395356;0.244207231;0.72136661;0.517348417;0.574979956;0.816383348;0.281673503;0.337377005;0.801661398;0.306018034;0.55653627;0.47229791;0.540352413;0.950592675;0.312237613;0.113521449;0.464858316;0.464858
0.632489026;0.419846572;0.356488778;0.816026447;0.741363787;0.051165622;0.47227258;0.518354976;0.06355777;0.317953972;0.021018637;0.196400436;0.094822032;0.420627821;0.808634505;0.604952063;0.203621609;0.99561495;0.247223148;0.778064141;0.438024944;0.438025
0.056222092;0.794824912;0.513577137;0.453572002;0.730660902;0.113553313;0.285179911;0.391989133;0.306912069;0.165379562;0.649621991;0.930810339;0.005477357;0.394716275;0.859042878;0.355408505;0.854665838;0.695391464;0.614557479;0.888440751;0.503000195;0.503000
0.568664061;0.499935868;0.366806671;0.473703718;0.524634612;0.361925767;0.617829511;0.239372709;0.505320193;0.885079596;0.747151415;0.924726083;0.261903873;0.614243641;0.415759864;0.795268106;0.823601298;0.755597472;0.243508537;0.07286284;0.534894792;0.534895
0.220128683;0.497530001;0.570594777;0.661707557;0.457734145;0.398447786;0.840943945;0.585510392;0.402678171;0.463456446;0.624014289;0.501080488;0.341120037;0.693199479;0.989527408;0.392019217;0.869957389;0.17678154;0.817962925;0.138239644;0.532131716;0.532132
0.046397304;0.828826458;0.011073002;0.755542538;0.768881759;0.60057955;0.165147047;0.085496619;0.137642287;0.571298513;0.556633436;0.288860065;0.132021662;0.505376761;0.470820353;0.737517259;0.871169898;0.375165657;0.068415912;0.896395228;0.443663065;0.443663
0.197046393;0.356045312;0.435316919;0.436103852;0.177095885;0.617609713;0.919104925;0.696022309;0.579076145;0.628442208;0.73516833;0.994491173;0.006138376;0.023694604;0.453145231;0.153216808;0.158528817;0.312879174;0.966904631;0.553389331;0.469971007;0.469971
0.791787572;0.700572193;0.179668862;0.806911529;0.102369274;0.888690225;0.843804839;0.298249447;0.416836935;0.795118053;0.226703834;0.694136564;0.826892629;0.820824189;0.633127991;0.409228588;0.701857809;0.063362818;0.329588017;0.529241927;0.552948665;0.552949
0.589763423;0.484913242;0.201341282;0.731203762;0.267388356;0.987303407;0.303676117;0.624913681;0.131789913;0.690791066;0.807998375;0.397959468;0.664100903;0.574127443;0.386596604;0.401802423;0.798683974;0.342605029;0.399359829;0.860885951;0.532360212;0.532360
0.722352197;0.020493921;0.988850272;0.267344871;0.790383134;0.255345268;0.858628257;0.089953968;0.189399751;0.27827204;0.404817246;0.736291119;0.025124049;0.828362392;0.322822356;0.058521361;0.782709702;0.05414559;0.440570264;0.912301802;0.451334478;0.451334
0.242808898;0.549986777;0.263373404;0.879145035;0.499392924;0.162613391;0.136669288;0.623145027;0.985947806;0.522723337;0.659959015;0.950605765;0.335045483;0.288638124;0.392393851;0.468523602;0.083427225;0.560630034;0.087880344;0.836156484;0.476453291;0.476453
0.034030268;0.374846925;0.190283876;0.836734565;0.197040026;0.545873666;0.189502494;0.749455521;0.765213234;0.795892226;0.675883595;0.0642103;0.539427232;0.121364147;0.461963031;0.908806878;0.914591744;0.046563681;0.868481353;0.749980995;0.501507288;0.501507
0.143677638;0.959491282;0.030558255;0.334628473;0.507020704;0.774853778;0.371392424;0.834329007;0.179747157;0.55611803;0.184007003;0.455885554;0.788630953;0.252308392;0.860344129;0.860600384;0.425500819;0.366850492;0.86048722;0.016347796;0.488138974;0.488139
0.907829797;0.586889842;0.88735542;0.193311651;0.064629578;0.432128702;0.019456221;0.868069588;0.722980629;0.01885811;0.181848883;0.755387639;0.253683721;0.242410827;0.904428263;0.455316121;0.908446535;0.764355009;0.53589093;0.612937323;0.515810739;0.515811
0.823765073;0.900248139;0.029491023;0.645376114;0.09550717;0.848975451;0.801452408;0.798890009;0.290460672;0.088534202;0.936038523;0.031560512;0.643866847;0.726168983;0.174920143;0.592806331;0.030124645;0.679457548;0.494812713;0.27390223;0.495317937;0.495318
0.706949169;0.867862695;0.651243791;0.160115769;0.3285654;0.196152849;0.758424005;0.345367274;0.464220114;0.217684985;0.142971134;0.527049079;0.960142567;0.525101492;0.340496049;0.407912109;0.53891139;0.837282949;0.355902835;0.938909483;0.513563257;0.513563
0.424967149;0.296167842;0.21514673;0.227466015;0.286891427;0.627813822;0.585253303;0.04964794;0.5913239;0.285645532;0.365900657;0.531389058;0.613825425;0.124085586;0.582467681;0.229907791;0.03073997;0.340216322;0.045035473;0.140576459;0.329723404;0.329723
0.095712254;0.590506741;0.230593413;0.995770268;0.027554988;0.94678668;0.915269056;0.677983286;0.581485591;0.347958465;0.981085045;0.131045138;0.707584928;0.38888035;0.092253789;0.456077732;0.824456882;0.410110091;0.313016042;0.283974948;0.499905284;0.499905
0.989147262;0.316107131;0.945271673;0.769259216;0.364310633;0.211481916;0.773308491;0.836818646;0.572010176;0.907131627;0.035161548;0.103816884;0.685401185;0.046900019;0.839812802;0.008895053;0.689175876;0.489069539;0.303266141;0.897169294;0.539175755;0.539176
